,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
a20f9923-f82c-4133-a631-306738152ce7,23472,-804,158,180,-255200,324100,-542000,108,507,-194,838.92,77.61,168.88
38afcb24-f672-4268-beef-fd52b76bc4fd,23491,-278,-53,-706,-307300,216700,-263900,288,288,160,760.61,158.16,-169.21
1d364696-a587-4694-9814-844ceee656f3,23516,546,743,-828,-96300,89100,18800,-45,123,331,1239.25,131.92,53.69
4d36e155-5811-461d-8f1e-5f45d297111a,23534,782,848,583,-123300,241900,-2500,-244,-280,-26,1292.48,63.19,47.32
8e40f289-f089-48c4-9f4b-94da6dc7b216,23553,769,661,769,-168200,-137900,-157500,-178,-276,-297,1272.65,52.83,40.68
1df9b072-3b65-44c8-a0bb-643e97ee0724,23572,372,611,727,-66500,249000,-42700,-333,-192,-251,1019.92,44.54,58.67
5ad8bc0e-3f00-4e57-91ea-dc24eeb751f8,23591,68,305,932,-150200,-72300,-107400,-363,-145,-251,982.99,18.54,77.43
80cb7f2e-9518-4731-8274-c62e01c900c3,23609,197,355,1108,-246400,149200,-93100,-286,-114,-392,1180.04,20.12,60.97
f0f561dc-2d87-47ee-837b-f2b840fc7d7b,23628,181,-419,922,-115800,114500,-51900,-27,42,-536,1028.79,26.34,-66.64
c8bbb98c-692a-4413-9d8a-d8e03bd7f10d,23647,-53,-805,182,-129400,-518700,183500,171,-84,-473,827.02,77.29,-93.77
721f160d-6d2b-4008-80be-d1e445842e82,23666,141,-1173,-158,24500,-4300,-149200,248,-222,-314,1191.96,97.62,-83.15
0c5b4b31-0cef-498f-91f4-bbd1a9f1753e,23691,-39,-411,1257,92300,302200,-22500,-9,93,-531,1323.06,18.18,-95.42
3adedaf6-5801-4c0f-9dad-2b03debfb406,23709,-777,-175,972,135300,97700,-12200,-186,372,-378,1256.64,39.33,-167.31
8dd91acf-e723-4c6c-a09a-b8d85ac20df1,23728,-764,107,774,257400,241300,-98900,-280,403,-276,1092.8,44.91,172.03
eaffacc6-af1e-47e5-bee2-a3fa8feedddc,23747,-856,-57,285,111700,125700,-49800,-178,508,28,904.0,71.62,-176.19
13bee6e9-847e-438a-8a73-850b2bf2dbf6,23766,-837,331,277,39100,-197400,209100,-297,463,31,941.73,72.89,158.42
e3dcf17b-b5ec-4fb7-b805-71b42fcce510,23784,-765,302,325,9500,-32100,-41800,-261,495,27,884.34,68.44,158.46
a81f3804-e302-4361-a915-d6c4d7686d35,23809,-1060,269,21,445300,27000,-235900,36,543,34,1093.8,88.9,165.76
76963e1f-f943-4de2-9157-e1eae571121c,23828,-826,-485,207,-22800,-10900,-95100,275,415,24,979.97,77.81,-149.58
d3eb8332-7f37-45eb-a694-167a8957c8d8,23847,-1096,-236,222,-176800,-198700,405500,50,541,10,1142.89,78.8,-167.85
b4012d41-9f8c-427c-8e55-5184c79a8055,23866,-682,250,592,-84800,-5500,143400,-315,456,-126,937.06,50.82,159.87
aafe4f65-69f0-4965-b991-256a217e899c,23884,-213,314,878,-119900,-29300,72600,-390,301,-272,956.48,23.37,124.15
6545e53b-0039-4aaf-aeff-db5fe9a7c3c4,23903,-230,153,986,-149500,-120800,54200,-297,211,-429,1023.97,15.65,146.37
37244e62-e27c-42f1-8e2d-f4fe155fd559,23928,154,-228,1000,-88600,-51300,-13600,-139,74,-524,1037.16,15.38,-55.96
b0b72af6-48bd-43e9-adc8-b81db707b41f,23947,163,-386,908,-47500,15500,8900,-66,84,-539,1000.01,24.77,-67.11
02437ba1-c77f-47a0-95e7-41d679eb5da8,23966,70,-414,886,42200,81200,37800,-63,130,-527,980.45,25.36,-80.4
fab0e376-b19a-4c7c-a5f0-7020bf976c92,23984,-202,-176,981,109800,101900,-59700,-187,246,-474,1016.93,15.28,-138.93
799d99cc-33d2-4e5b-996a-7ec4bb979e0e,24003,-560,50,786,143900,156500,-83700,-258,415,-306,966.38,35.58,174.9
738af8ca-48db-417d-a003-50626ece778e,24022,-814,274,571,203000,127400,-79100,-241,508,-74,1031.36,56.38,161.4
65133b60-6499-4629-aba3-dd8edfcc65cf,24041,-957,341,181,171800,88100,21900,-171,502,104,1031.94,79.9,160.39
4980f800-99a2-43a0-8522-f7a30deece32,24059,-852,437,-26,54600,33900,32300,-184,450,169,957.89,91.56,152.85
f206cafa-aa18-4b70-b912-aeabe289f652,24078,-739,371,-444,207500,-4400,113200,8,406,250,938.56,118.23,153.34
745de33c-af95-4744-9f7b-f71b71b5d2a1,24103,-982,6,-317,308700,-54600,21000,141,528,-92,1031.92,107.89,179.65
97b03f6a-67ad-488a-9542-30fb8ac10927,24122,-962,44,-238,113300,-60800,21300,47,511,-225,991.98,103.88,177.38
72aa5cf2-64a8-4550-95ea-0d76c7a2c49b,24141,-975,-220,-259,35300,92400,-127600,66,502,-258,1032.52,104.53,-167.28
9132c545-f7fe-4091-86eb-a0b29ebd7c51,24159,-806,-467,-172,107700,-27800,-116200,188,468,-216,947.26,100.46,-149.91
e936492b-42ac-4ba4-9298-86cb1aa99e1e,24178,-608,-564,-89,-26000,4600,-163900,310,318,-318,834.07,96.13,-137.15
76ef3e4c-1994-4d88-90dd-3ef03afde850,24197,-627,-971,70,-78000,47400,-239700,337,306,-285,1157.96,86.53,-122.85
cb18d012-b7f9-4d38-b9dd-d87dc965c46b,24216,235,-792,-312,-120000,-37100,-321100,430,-18,-153,883.08,110.69,-73.47
8fe3ad7d-b7c8-4ff5-9561-32c80d16f99c,24234,638,-228,-710,-219700,11200,-305400,180,-282,52,981.39,136.34,-19.67
81004326-6e5c-4dbd-919f-c826ffc0bdc7,24259,627,730,-549,-257300,-105900,154700,-72,-277,107,1107.89,119.71,49.34
d8242e57-b751-4c13-b8e2-b4dc4c96e32b,24278,739,722,-539,-101500,-122200,61600,-100,-201,200,1165.3,117.55,44.33
dc91ab54-87ea-4f1e-883b-523fdb75aebb,24297,485,852,-226,-90700,-255500,-72800,-199,-76,268,1006.08,102.98,60.35
a1e6ab55-57d1-4b05-80fd-780a0d30844c,24316,-217,485,-302,346900,-334600,-50400,-15,279,298,611.16,119.61,114.1
58776fd2-0113-495b-9930-0cf930cc0724,24334,-1141,-606,-1230,-227600,397100,-23600,135,330,260,1783.82,133.59,-152.03
5b59d231-2bc5-4d4e-9bd8-27bf4222e1c2,24353,755,796,408,-98400,287400,-65200,-168,-121,244,1170.51,69.6,46.51
540130d7-0a4e-454f-ab79-8e9de237f06b,24372,-584,-93,-1997,149500,-120800,-87200,-12,133,331,2082.72,163.5,-170.95
3c5143d8-63d3-4d28-8bed-b46c5eabdbb9,24397,805,1129,-492,96000,-243400,-206600,-180,373,227,1471.3,109.54,54.51
62b22352-c93e-4f04-8bce-0af35ee44d57,24416,-1993,-581,241,112700,-178200,-20100,117,523,-17,2089.9,83.38,-163.75
7478b289-0a15-40e0-aea3-3534e68e31ff,24434,1528,1853,102,-64200,359100,17500,-171,378,232,2403.91,87.57,50.49
12650b91-f43b-454a-b261-85d6f0177592,24453,-1238,-265,-1334,40000,43100,-33600,20,306,286,1839.14,136.5,-167.92
1a57e8ba-ef90-4741-aa73-89b23d49835d,24472,1207,1060,538,48900,202000,153400,-145,69,307,1694.08,71.48,41.29
4f34107a-66b1-480f-8526-9a9a102c4fc7,24491,-39,1484,-994,-452600,45500,-287700,-333,59,215,1786.56,123.81,91.51
43508d62-6fe5-4d17-ae3f-88c0679ed046,24509,-155,509,441,-299600,17700,42200,-442,199,-224,691.08,50.35,106.94
2966aa58-2035-4479-b95b-b966420616dd,24528,-275,-80,698,-160100,-28700,-9100,-286,132,-432,754.47,22.31,-163.78
ff7350d0-8cd2-4739-93bf-c2867255f4bd,24547,3,-171,907,-43100,-32900,-226500,-183,112,-476,922.98,10.68,-88.99
bc0d400e-e34e-4864-9cfe-a00a642d454a,24566,587,-307,1433,-343000,76300,-232100,-75,142,-497,1578.7,24.81,-27.61
0b6341ce-ba8d-48e4-8da6-19a3396d218c,24591,-555,-197,738,24400,264600,24700,-81,433,-332,944.18,38.59,-160.46
8fd64c43-bc35-4373-a633-0e1a4464d039,24609,-828,-181,143,-34800,279900,72100,-139,525,-72,859.53,80.42,-167.67
4921d967-6ee8-44be-bd14-7f4dacb39582,24628,-1293,-8,28,-40800,-187300,-29700,-210,472,83,1293.33,88.76,-179.65
aa562940-152c-4491-b503-1dfd2754afd1,24647,-282,-403,628,-151600,-115200,-17900,15,145,-527,797.69,38.07,-124.98
21f1935c-cfa4-48c0-be72-d39dcc0f8fd7,24666,353,-611,857,25700,91100,-105800,101,136,-504,1110.13,39.47,-59.98
c5f7f53b-a009-4681-8bed-02fd752212ba,24691,-831,-147,1208,19900,50600,-101000,-34,297,-456,1473.58,34.94,-169.97
7fce46cd-0a5f-4144-9511-ed61d6bd8c4c,24709,574,-754,748,57200,12200,72800,20,279,-471,1207.27,51.71,-52.72
72e01923-c56a-41a9-a448-cc328935cf76,24728,-1053,19,760,-122300,-117700,-100900,-69,361,-420,1298.76,54.18,178.97
9fbba058-ef39-4fa8-af71-68747458d1c7,24747,748,-1035,516,19600,-293600,111200,56,190,-504,1377.31,68.0,-54.14
e87abe15-098a-4839-83c3-ddd09358cb3a,24766,-1265,304,1548,22500,235400,37000,-79,256,-477,2022.11,40.05,166.49
904b57bf-0140-44ea-9318-4e9312e58a33,24784,547,-1051,1725,126500,232100,41200,-66,433,-342,2092.71,34.48,-62.5
69e7458b-b6fa-4f3f-8ea9-3f16c05ff7a2,24803,-1775,261,95,65100,132800,9500,-196,510,-111,1796.6,86.97,171.64
8f6160d6-9043-4eb6-aeb6-ce9c2a8df801,24828,-373,555,1145,265100,-20900,165600,-288,423,-191,1325.96,30.29,123.9
36a62cb7-c518-4237-b7e7-8363ff56acd4,24847,-528,313,1011,-66000,-34700,-29200,-286,364,-285,1182.74,31.26,149.34
23466db5-f1cc-4f25-8ba1-eda224f1fcb1,24866,-283,-47,793,-54600,900,-61700,-195,348,-350,843.3,19.89,-170.57
0236d000-17c0-4810-a998-840ee937d4e8,24884,217,46,339,80000,-209900,78100,-211,253,-392,405.12,33.2,11.97
5395f0db-5b52-4187-a907-0907730dfe1a,24903,-149,401,1050,102000,90100,14400,-327,250,-315,1133.8,22.17,110.38
40c5c445-fccb-4411-8f40-d7d1bd861e3b,24922,514,-177,1249,-175600,2800,0,-303,228,-380,1362.18,23.52,-19.0
1e6b4e7c-60b5-4649-abca-52ae4bfe3d39,24941,-261,81,1007,2200,10300,-4200,-286,289,-351,1043.42,15.18,162.76
147379c4-3170-4e6e-87e9-7983cfbfe1b5,24959,-73,172,1014,27000,-97400,5300,-304,258,-353,1031.07,10.44,113.0
6a5ad6c7-1b48-4dfb-85b8-9c392f82e54b,24978,-72,149,1012,-400,-4600,1200,-301,241,-372,1025.44,9.29,115.79
96232334-00b9-4d9d-b9ba-a61a9a20d54f,25003,-59,153,1019,-400,-300,-500,-304,240,-375,1032.11,9.14,111.09
0d81a458-ab3f-41a1-a07d-94ddf2a746da,25022,-58,149,1021,-400,-3100,300,-310,237,-363,1033.44,8.9,111.27
d1babd02-853c-4b01-9bf6-9f0f0e822176,25041,-51,154,1015,-1700,2100,-300,-315,241,-368,1027.88,9.08,108.32
ee486051-7f39-4914-be49-a0798adec4bd,25059,-54,149,1024,-1000,400,-300,-301,241,-372,1036.19,8.8,109.92
23e6e33d-8e0d-44c6-b699-2cd6742734ea,25078,-50,151,1020,-900,-200,100,-304,238,-366,1032.33,8.86,108.32
f6de484b-6223-4d2e-a682-ed3e368091ad,25097,-54,147,1020,-1300,1100,0,-303,232,-371,1031.95,8.73,110.17
936fea3a-542d-427f-8923-eed47afd329f,25116,-46,151,1018,-1000,1500,-1100,-303,241,-368,1030.17,8.82,106.94
8f6c8d72-ac93-4761-ba46-b032ff537207,25141,-48,145,1024,700,200,-2600,-300,238,-371,1035.33,8.48,108.32
87d08baf-f26f-451a-8f4f-d2d65c16130e,25159,-47,154,1020,-400,-2200,-3200,-300,229,-374,1032.63,8.97,106.97
3e670e42-e69c-4306-8cef-70e8a2d68df3,25178,-46,150,1021,-1200,2500,1500,-303,240,-377,1032.98,8.73,107.05
d9ee85e7-17a6-4406-a553-2bb71a538d43,25197,-30,150,1022,-900,200,400,-297,237,-372,1033.38,8.51,101.31
f300f290-e8f6-4991-9d80-cbf8670661aa,25216,-27,142,1018,-1100,200,200,-297,238,-374,1028.21,8.08,100.77
3523fa47-1c7c-4b95-a060-7d50a605edff,25234,-60,142,1023,200,-7700,1000,-298,235,-369,1034.55,8.57,112.91
8b371dd1-c8ac-4d0f-8aed-4e39677db0f4,25253,-66,148,1032,-4400,25900,-400,-291,232,-374,1044.65,8.93,114.03
34447b89-f754-4616-a021-6e17202f6999,25278,-29,145,1025,-1000,200,700,-295,235,-377,1035.61,8.21,101.31
a6148c04-a4fe-4b71-8804-21614b4ecea3,25297,-28,144,1022,-500,200,-400,-297,235,-375,1032.47,8.17,101.0
820635c1-bbe7-4a0d-9c26-e088964daca0,25316,-29,143,1023,-1300,0,400,-298,229,-381,1033.35,8.12,101.46
1b4c6809-f3c0-471b-974b-a4b759964789,25334,-27,146,1022,-400,400,-1800,-291,235,-374,1032.73,8.27,100.48
eb58ce6a-684c-47e9-a8bd-d54388e5a7bf,25353,-33,143,1024,-1800,700,2700,-295,231,-374,1034.46,8.15,102.99
bd596cac-6321-41df-8991-6b7172398743,25372,-26,148,1022,-100,500,-2700,-294,235,-375,1032.99,8.37,99.96
c3ed7d7e-4183-42ca-a2f8-5fc11e3617fa,25391,-31,145,1024,-1400,-100,3300,-298,240,-369,1034.68,8.24,102.07
8ad68a71-40e3-434e-898b-c77462fbbfa8,25409,-31,142,1021,-700,400,-1600,-309,232,-375,1031.29,8.1,102.32
409fd3f2-5482-4dd6-9dce-c7470328c81f,25428,-33,140,1027,-1400,-800,1800,-291,222,-374,1037.02,7.97,103.26
0d5baa74-aeb2-4a28-98fb-a4a604920343,25453,-28,143,1022,-700,600,-1000,-298,226,-374,1032.34,8.12,101.08
6deea8cb-e7ac-4b6b-a29d-23ba78ce68ac,25472,-23,144,1027,-700,-400,500,-297,234,-375,1037.3,8.08,99.07
940b8545-0aeb-4d1e-85af-06e0aaa2aa43,25491,-25,145,1018,-800,800,-700,-301,226,-378,1028.58,8.22,99.78
83e14cbe-0464-4744-af46-c3f27d4cf503,25509,-25,139,1032,900,-6300,2200,-297,225,-377,1041.62,7.79,100.2
1f5d8478-947d-4a9f-a5e2-2e5c61b0a1bc,25528,-32,135,1021,-1000,1500,-2100,-298,231,-369,1030.38,7.74,103.34
4de0f125-e6bb-46d8-8f8e-f2fe1485e890,25547,-12,151,1023,-400,-200,-700,-298,217,-375,1034.15,8.42,94.54
a8b16797-49bf-4ecb-b8d8-4bf9429e46b4,25572,-21,148,1025,-900,400,-100,-291,240,-383,1035.84,8.3,98.08
a8751007-d910-450f-ac6e-cccc377cdbc2,25591,-23,145,1025,-900,100,100,-298,226,-371,1035.46,8.15,99.01
819a4f8d-9c20-44db-809a-d7a3d58084ab,25609,-23,145,1024,-900,700,-100,-297,226,-378,1034.47,8.16,99.01
781fd719-8bb5-45b1-b954-60ab0da3aa07,25628,-23,146,1022,-700,200,0,-301,229,-381,1032.63,8.23,98.95
ab7a98b8-2f26-4b5a-8a6d-917d0f5a6b39,25647,-20,146,1024,-700,200,-200,-294,231,-378,1034.55,8.19,97.8
7a673096-ad1b-451e-8df8-56fce06ede32,25666,-22,146,1025,-800,200,0,-300,226,-369,1035.58,8.2,98.57
bfe4e649-c260-46b0-87da-ca6c9fc23d83,25684,-22,146,1024,-800,200,0,-289,226,-372,1034.59,8.2,98.57
c23224f6-9996-4960-ae18-44fd0ce6b857,25709,-19,145,1023,-700,0,-100,-295,225,-372,1033.4,8.14,97.47
ad4e10dd-3fe3-4710-b045-00e181f94c2d,25728,-24,145,1023,-700,700,-200,-297,226,-377,1033.5,8.17,99.4
f2548e71-abab-4265-82db-b117b5063869,25747,-23,140,1029,-200,400,-1000,-297,235,-375,1038.73,7.85,99.33
bbd24883-5f73-4963-8cf3-04e313bffce4,25766,-20,147,1021,-700,0,200,-298,228,-378,1031.72,8.27,97.75
ebed0742-60ef-4ddb-b340-9aba5ad5f600,25784,-24,146,1025,-900,0,0,-309,234,-366,1035.62,8.21,99.33
c6705432-1c3b-4be6-8a8b-79c7c4ed0489,25803,-21,147,1024,-800,-100,-100,-298,231,-378,1034.71,8.25,98.13
a37c0e90-bb79-4202-b84a-9d96346a1c94,25822,-26,146,1025,-400,-200,-100,-301,232,-366,1035.67,8.23,100.1
f3741e9e-6f26-43ff-9f59-69e600ff5541,25841,13,173,1008,-2600,4300,-15400,-292,228,-374,1022.82,9.77,85.7
ca811a00-56a4-4c35-8fc0-a86c9be670d2,25866,-30,154,1020,0,-1100,0,-295,229,-378,1032.0,8.75,101.02
6b71e6db-b1de-45f7-9c31-52db6a1080e5,25884,-33,159,1018,-300,600,0,-300,237,-369,1030.87,9.06,101.73
1758e3de-e71a-4000-ba7f-addabc8573d0,25903,-33,155,1022,-600,300,0,-295,235,-374,1034.21,8.81,102.02
0ce30b57-9db7-4510-8250-d68032b77777,25922,-36,154,1023,-700,200,0,-303,228,-369,1035.15,8.79,103.16
0991df38-558e-42b4-bfe7-b5586ef0121f,25941,-33,157,1020,-700,400,0,-291,238,-375,1032.54,8.94,101.87
51b732e8-ba97-4a6b-acb3-c3a63e7da45c,25959,-40,156,1020,-700,500,0,-297,240,-366,1032.64,8.97,104.38
ea6d9523-ef43-4526-8176-88ddec246832,25984,-33,158,1024,-700,0,0,-304,229,-372,1036.64,8.96,101.8
6628ecb5-23a4-4474-95a3-6a190cd77597,26003,-27,161,1016,-400,-700,0,-297,246,-372,1029.03,9.13,99.52
702b76d4-f244-4b25-a180-a0b9cf6f38d9,26022,-32,158,1020,-700,0,0,-292,237,-378,1032.66,8.98,101.45
e107992c-9013-418b-b62e-7f9ebe041c71,26041,-41,156,1026,-900,800,0,-304,237,-375,1038.6,8.93,104.73
1220d2da-f7f7-4ac3-a0a7-be3f6f2be8a1,26059,-37,155,1025,-700,100,0,-289,237,-369,1037.31,8.84,103.43
9af2633f-d8f1-410b-a1d3-59dfd713245d,26078,-30,169,1025,-100,0,400,-297,235,-372,1039.27,9.51,100.07
9a445eca-f669-4337-9f2a-4f39fdd8083c,26097,-39,160,1024,-800,1000,100,-295,241,-377,1037.16,9.14,103.7
75a404fe-c641-441a-80f8-f29be1d72c99,26122,-28,159,1019,-900,1200,-200,-303,228,-366,1031.71,9.0,99.99
aebedd7d-c9d7-406d-934a-be326fd162dc,26141,-28,158,1019,-700,-200,0,-297,231,-374,1031.56,8.95,100.05
eff9e1c9-041b-4061-8aa6-827b28b2d8f2,26159,-35,158,1022,-800,800,-100,-301,241,-372,1034.73,9.0,102.49
ff9ec17a-94ed-4a51-9318-1b4f79d29bd5,26178,-31,157,1020,-700,-200,0,-300,244,-372,1032.48,8.92,101.17
0d73219e-7077-4f82-b2bb-484c9a7c55fa,26197,-31,160,1020,-800,200,-100,-297,232,-371,1032.94,9.08,100.97
52bc2dd6-40ba-445a-bcad-04e731dba132,26216,-33,158,1023,-700,200,0,-295,231,-372,1035.66,8.97,101.8
85c6ba9f-1d87-4b9c-a6b7-dcf6d969a154,26234,-33,159,1021,-800,100,0,-304,243,-375,1033.83,9.04,101.73
621870e9-30ae-4007-b46b-5169b924bda8,26253,-23,219,1004,2600,-5300,0,-297,231,-384,1027.86,12.37,96.0
ba63da28-65f0-439c-9c10-2df17c80ffe1,26278,-27,167,1019,-800,600,0,-297,240,-372,1032.95,9.43,99.18
1dd8ec4f-6c96-44c5-8023-6f086cda87de,26297,-38,159,1021,-600,-200,0,-303,235,-372,1034.0,9.1,103.44
4130369b-9e76-4234-94c2-d453c410c4b7,26316,-36,157,1020,-800,300,0,-294,241,-372,1032.64,8.97,102.91
63c4fbcf-6d63-4025-8790-48ee007e7cb2,26334,-36,157,1021,-800,200,0,-301,237,-371,1033.63,8.97,102.91
6d7532d3-421d-4e74-ad2e-16f1ee8e4fec,26353,-36,157,1021,-800,300,0,-300,240,-374,1033.63,8.97,102.91
5877286a-4dfb-406a-9f57-096d2ed20dfa,26372,-36,157,1021,-800,200,0,-294,234,-365,1033.63,8.97,102.91
6a023398-6619-4bda-909f-145f0fc37470,26391,-36,156,1020,-900,400,0,-295,229,-375,1032.49,8.92,102.99
50bb8daf-87a2-4ce3-9efb-4a6c657cdb03,26416,-38,157,1021,-800,200,0,-300,237,-378,1033.7,8.99,103.61
ec17f8f1-7a5f-4197-bc2e-83b11fc7bd67,26434,-37,157,1022,-700,200,0,-297,234,-369,1034.65,8.97,103.26
3dcb8ad0-ec22-491b-8a72-78017a0d8ece,26453,-37,158,1022,-800,300,0,-298,237,-371,1034.8,9.02,103.18
03c538cd-a743-4b81-a454-f81b18899616,26472,-36,158,1021,-800,200,0,-292,235,-377,1033.78,9.02,102.84
6d79cb1f-de1f-45bd-bd2e-feb69cac248c,26491,-38,157,1022,-800,200,0,-300,240,-369,1034.69,8.98,103.61
c98af59a-a7b3-4399-819e-c9237b48cb5d,26509,-36,157,1022,-900,200,0,-300,234,-369,1034.62,8.96,102.91
f8af4662-d80a-4482-99c3-74e38d330700,26534,-36,157,1021,-800,100,0,-295,237,-375,1033.63,8.97,102.91
0651c95e-c4f4-42d1-91a4-3aaf8e8e5a5d,26553,-36,157,1022,-800,200,0,-309,226,-375,1034.62,8.96,102.91
a3bef62b-2507-4e7e-a311-c33e8dd4d0e5,26572,-36,157,1021,-800,200,0,-297,235,-366,1033.63,8.97,102.91
3e9e9c4e-d156-4447-a5b9-685ebc3a128c,26591,-36,158,1021,-800,200,0,-301,231,-368,1033.78,9.02,102.84
cddaa29a-fe43-4162-8b48-8de3920df423,26609,-36,157,1021,-800,200,0,-303,235,-371,1033.63,8.97,102.91
bb3df847-45d7-4a2c-8d68-5a9935e58ebc,26628,-35,158,1021,-800,0,0,-295,238,-372,1033.75,9.01,102.49
e202c894-6f22-4b19-825c-ae26ed2d5474,26647,-35,159,1020,-700,200,0,-300,237,-369,1032.91,9.07,102.41
eee61580-7cf2-4ef6-b3be-99965461293b,26666,-36,157,1021,-800,200,0,-298,238,-377,1033.63,8.97,102.91
afba48f6-06db-4de0-a15b-c5415bdfd0c9,26691,-37,157,1021,-800,200,0,-298,232,-366,1033.66,8.98,103.26
bf141cc5-fa71-42f1-ad40-cb68b0807cc3,26709,-36,157,1021,-700,200,0,-297,237,-375,1033.63,8.97,102.91
93fd0140-0630-4cc7-a8bb-3876a576678c,26728,-37,158,1021,-900,200,0,-301,234,-365,1033.82,9.03,103.18
8f9708e4-6d31-4e12-90e3-4b3fd51fe481,26747,-37,157,1021,-800,200,0,-295,232,-362,1033.66,8.98,103.26
5fdfc7fb-306b-4a17-9127-8d5458c89442,26766,-34,159,1021,-800,200,0,-307,235,-363,1033.87,9.05,102.07
439ca8a2-6b56-4839-ac8d-b0a7b346fbca,26784,-38,157,1021,-800,200,0,-303,231,-375,1033.7,8.99,103.61
3bd54a37-c350-4e2f-ae1f-c5c8bc74e524,26809,-37,157,1021,-800,200,0,-304,238,-375,1033.66,8.98,103.26
8a67bae0-2597-4d52-8c92-1c6bdf14a9f8,26828,-37,157,1022,-800,200,0,-298,238,-369,1034.65,8.97,103.26
9b554ca9-431d-4ddf-b26f-bf5051ced5bc,26847,-37,157,1021,-800,200,0,-298,232,-377,1033.66,8.98,103.26
8023b20b-36c1-446d-9132-dab571310c47,26866,-37,156,1022,-800,300,0,-304,234,-369,1034.5,8.92,103.34
4e418147-7094-445c-b6e8-ae65a6b81034,26884,-37,157,1021,-800,200,0,-304,238,-365,1033.66,8.98,103.26
2c277d35-c4d2-41a8-a7b9-b38bf098b859,26903,-37,158,1022,-800,200,0,-295,234,-368,1034.8,9.02,103.18
3a69e2a7-cf7f-4985-85d2-a969435e3cc8,26922,-37,157,1023,-800,200,0,-306,231,-378,1035.64,8.96,103.26
