,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
5f98e4a0-0d50-4d39-9ca1-91bc8e22f796,-7333,-995,1342,175,-48900,-60400,-271100,-319,237,-347,1679.77,84.02,82.57
b2ebf1a6-9f87-41be-a1de-0ba479764ba2,-7314,1351,-476,178,-28000,18600,350700,-66,241,-462,1443.42,82.92,-69.5
7d1af93a-27cf-4ddb-87d9-3908fda6e09b,-7289,1890,-718,48,-123200,-31200,-439600,71,292,-437,2022.36,88.64,-86.18
cbd701be-488f-440d-8636-3bb5f871c021,-7270,-1998,1274,803,-59500,124300,20100,-145,367,-369,2501.98,71.28,57.78
386dacb1-c843-43d9-bf6f-82cba52503af,-7252,1144,-501,761,137700,7400,-118900,99,340,-399,1462.48,58.64,-33.36
bb245ec1-abf0-4aff-a20f-40acaacde366,-7233,-641,-1115,1992,-7200,-134400,39600,54,238,-485,2371.11,32.85,-29.24
9b57f188-cd80-44b3-af18-b91e0c797968,-7214,-49,-1107,-192,-480400,-267500,-20000,391,-103,-189,1124.6,99.83,-99.84
dcbbfa8d-b82e-4e85-bd50-0a9e1fff9bc6,-7195,241,-1052,-858,-161900,48000,81900,370,-51,112,1378.75,128.48,-129.2
e2015299-fc4b-4be8-9743-630689a8247b,-7177,-48,-236,-817,-129300,-100000,62700,234,35,271,851.76,163.57,-163.89
62d96d9e-37cb-41a2-a6f9-3e148570c3ed,-7158,-181,588,-757,-408500,132700,59900,-168,18,308,975.48,140.9,142.16
43054fec-3eb0-4ca6-9c65-2672f97f80fc,-7139,110,786,-279,-260600,573500,-369400,-319,-111,160,841.27,109.37,109.54
769d7b98-fe73-4177-9b75-b287b78aaa9d,-7120,13,1092,144,-153800,199200,32700,-396,-148,-29,1101.53,82.49,82.49
ccb8d23b-4893-4548-b57c-be733b832e6d,-7102,-2,964,753,-440600,-111300,-140900,-376,-127,-254,1223.24,52.01,52.01
905f9414-15c2-49e4-b817-6e66c867971b,-7083,114,307,1039,-272200,-96900,-90500,-210,-121,-425,1089.39,17.49,16.46
55e3dbfa-d27f-4976-acfa-1868652064a2,-7058,186,-107,987,-101600,-18500,66500,-31,-124,-479,1010.06,12.27,-6.19
b5a65275-602e-413e-8b33-5daef39eea9c,-7039,90,-412,978,5100,83400,-163900,23,-102,-495,1065.05,23.33,-22.84
7c3a8a1c-a121-4bd7-a514-d5e994bae20c,-7020,201,-598,922,-29800,95600,-133500,8,3,-519,1117.18,34.38,-32.97
da273831-8e1e-49ba-9f78-a60d750f8c75,-7002,-221,-606,616,2000,94100,75900,134,183,-495,891.93,46.32,-44.53
662bc800-7ada-4791-80d5-0621cf2118bd,-6983,-579,-464,350,-5900,117100,97500,54,412,-362,820.39,64.75,-52.97
6cc393af-ecfe-44db-a198-3f3ccb1743c7,-6964,-481,-463,135,-184000,-1176500,-61100,114,123,-506,681.14,78.57,-73.74
74de396b-18e8-4814-ab29-ae3846a4adce,-6945,1998,-1070,54,75600,22700,169800,131,51,-498,2267.12,88.64,-87.11
a74e1526-8815-4365-973c-f94a21081efb,-6927,-1998,1389,724,-138200,-181500,-357500,107,183,-498,2538.8,73.43,62.47
548985e3-8c2c-4e23-9e88-b7f44f55d685,-6908,1742,819,77,317200,199200,418100,98,81,-509,1926.46,87.71,84.63
e1cc9bdc-2833-4d3a-a9b0-f7fba5ad2798,-6889,-890,804,-493,-218400,-440200,-429600,-7,136,-504,1296.75,112.34,121.52
7c120594-e78e-4377-a06a-90767e2f50d9,-6870,1060,-54,407,245400,32200,304500,-100,108,-479,1136.73,69.02,-7.56
b535cdb6-8321-4d8b-902b-87ff550e5747,-6852,246,202,1539,102800,108100,110800,-219,-21,-458,1571.57,11.69,7.48
4e715b32-3221-4f2e-a9ec-aed1dba13cfe,-6827,233,-2,785,29500,82600,31200,-153,-73,-479,818.85,16.53,-0.15
3b9d29ce-fa9a-4580-b267-b416c28301d5,-6808,42,146,921,-12700,-77400,-4400,-187,-63,-479,933.45,9.37,9.01
503906b9-f76b-4c98-a9d1-a0f2e441042c,-6789,67,155,978,-3900,14700,8100,-217,-69,-458,992.47,9.8,9.01
f0feef78-3823-482e-8942-c631b4b52f72,-6770,165,1,1011,-900,-1100,0,-177,-100,-467,1024.38,9.27,0.06
86c62917-6a84-44eb-9dfe-490cbdf52faa,-6752,158,1,1017,-700,300,0,-174,-105,-468,1029.2,8.83,0.06
c953396a-7954-4ec1-aff5-8975d6b23081,-6733,159,0,1018,-700,0,0,-175,-105,-476,1030.34,8.88,0.0
bbb0eef5-58bc-46b9-a9aa-fa922fc76b70,-6714,160,1,1018,-700,300,0,-177,-100,-473,1030.5,8.93,0.06
d75bec8c-3687-48cf-b986-ed9b8522405c,-6695,160,1,1019,-700,200,0,-171,-105,-470,1031.49,8.93,0.06
5415c3ef-4c82-4ff1-a903-f3d965369ec0,-6677,159,0,1019,-800,200,0,-181,-100,-467,1031.33,8.87,0.0
43de1184-16f3-40d5-95e7-6f3f2ac14975,-6658,159,1,1020,-700,200,0,-174,-111,-468,1032.32,8.86,0.06
d9b67c3f-9701-4432-9f35-239be7b4d729,-6633,158,1,1018,-800,200,0,-169,-102,-471,1030.19,8.82,0.06
