,ticks,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,r,theta,phi
07480f45-d3f4-4b05-8cf1-68a986513b34,-15077,-511,-147,-1156,-63200,349200,113400,-103,340,365,1272.43,155.3,-172.75
04a58375-56cd-4b44-88cf-d9d7bde44841,-15058,-1220,196,968,-113700,-209700,-185700,-246,405,266,1569.66,51.92,11.45
332345bb-2ca4-435e-8035-8dedff9422b4,-15039,1572,120,-801,-103100,492800,-10000,-268,151,365,1768.38,116.93,171.48
c0eddfbb-5a10-470f-aba2-677ff0b85dde,-15020,-1998,-1099,-329,-61700,-203400,150000,-226,342,320,2303.92,98.21,-106.67
9750db18-51a3-4cac-859d-8521d7b61d0a,-15002,1998,1295,-614,75700,-301900,1800,-277,33,347,2458.87,104.46,115.37
eed0377f-523e-481d-b06f-a4cc84c6d995,-14983,-1964,874,48,-89500,247700,10000,-217,277,353,2150.23,88.72,86.86
e44f1d99-055f-48d1-96c8-0250962ca4cb,-14964,454,311,-443,111000,-225400,-145600,-234,210,370,706.46,128.83,144.93
ea6ed377-d7fd-4dd5-80ac-5616c80e7eea,-14945,-1103,239,-442,119400,311800,-74200,-94,259,388,1212.06,111.39,151.6
8049416c-adca-4c82-b633-6494be43614f,-14920,-1998,1089,778,2800,-79000,157900,14,472,253,2404.83,71.12,54.46
b56876f0-9bb3-4ad1-b545-3d302558cd01,-14902,982,295,-317,30000,358100,-575400,216,145,344,1073.24,107.18,137.06
bd811c43-68df-42d7-80d6-f09d16b0a397,-14883,1223,-279,-256,292200,132500,-617400,39,-328,52,1280.28,101.53,-132.54
1aca24c5-c02e-4867-ad71-fa1725ec35d0,-14864,857,-560,-221,-159300,-136500,80500,-180,-279,82,1047.33,102.18,-111.54
e246c2d2-3333-4b7c-ae40-7c2b0a7b5d4a,-14845,1048,276,-598,-357200,-2800,-52000,-307,-246,30,1237.77,118.89,155.22
643648d5-3037-4eea-8d31-16e874c8d3e8,-14827,727,591,-384,-123200,-170800,-49800,-321,-241,-152,1012.55,112.29,123.01
af146798-060d-4527-ac5f-f9288374228f,-14808,348,763,-372,-38900,-76300,-48300,-372,-232,-81,917.42,113.92,115.99
951471f0-339d-4e48-8444-952b32a63a3e,-14789,376,929,-27,-126800,218600,-17200,-381,-126,-303,1002.57,91.54,91.66
16338f0b-314c-42f5-8bc1-f2249c711e75,-14770,619,960,35,116700,-271800,-43100,-390,-42,-378,1142.8,88.24,87.91
93f5505e-9a91-4a17-aa58-eca65c2505ae,-14752,-55,696,66,52500,-117900,1400,-411,68,-405,701.28,84.6,84.58
2868f5d7-8ede-445a-8843-df79bd914f0c,-14733,287,903,-59,24700,-3300,-31200,-439,56,-375,949.35,93.56,93.74
5d8a94db-b3e0-4748-84ad-b88954616932,-14714,-113,901,-141,41000,-61100,-20000,-501,86,-279,918.94,98.83,98.89
e2a8831a-f20c-41ae-adf5-8acf06b1657d,-14702,-61,967,-225,-94100,63200,121400,-492,18,-263,994.7,103.07,103.1
603071db-ef95-4495-be32-53195dfd0e82,-14658,13,992,412,-265600,-114700,100100,-396,-7,-411,1074.23,67.45,67.45
db961203-4e1c-40b7-a920-6529922f5f3f,-14639,409,762,479,-126200,-25400,-65100,-46,-255,-498,988.62,61.02,57.85
b5d89b6f-76d1-4a72-a926-affec0f2b9fe,-14627,259,817,806,-122000,132100,-129500,2,-168,-579,1176.52,46.76,45.39
53615ac4-629d-4861-b111-1d91906281b0,-14608,-187,393,814,-215300,222100,-245800,69,-40,-639,923.05,28.13,25.77
4fca767d-386d-453b-8da6-486ea24f4b6c,-14583,-528,-126,623,55800,190900,-191100,128,112,-669,826.31,41.07,-11.43
fa7d01dc-590a-41f5-af92-c7249b81e769,-14564,-813,-365,455,29800,18400,-57300,153,340,-599,1000.61,62.95,-38.74
29c3ce6b-5215-4fc3-bd0d-f4372ae6ea45,-14545,-778,179,748,66500,-496900,571400,278,-132,-609,1094.0,46.86,13.46
7504606f-cd3b-4e12-bc6e-44ca75e94cb0,-14527,225,428,837,51100,385000,-363100,340,-90,-642,966.63,30.01,27.08
fe161e8b-fa8c-4696-b169-f36554bd4a99,-14508,-289,634,798,104700,-74900,197100,92,-64,-710,1059.38,41.13,38.47
9f8a4fc1-45f4-4d15-a83e-874be62c554f,-14489,115,728,785,48200,22500,39600,93,-81,-704,1076.77,43.19,42.84
4cb3643c-fe48-4e79-9ccd-07df23794c5e,-14470,-239,728,650,-14700,41200,-23900,54,-24,-711,1004.79,49.69,48.24
8883f689-a770-453a-bed6-062fd5c620f4,-14452,-147,583,645,19900,8700,-12800,48,17,-720,881.77,42.99,42.11
abadc440-22a5-4463-8876-c46aa61fbbe5,-14433,-737,886,548,-130600,-56000,228800,-76,151,-675,1276.11,64.57,58.26
02dbef56-e420-4e11-af11-943bfe9fe17a,-14414,264,49,715,-172800,3600,363300,257,100,-690,763.76,20.58,3.92
64f92355-ef18-453b-854e-4b421f0ec8e7,-14402,804,-164,1101,-8700,81100,-142800,318,208,-624,1373.14,36.7,-8.47
1726e059-3c28-40aa-bc0a-2e448f68053d,-14364,-309,40,734,-267400,-159600,503500,272,160,-632,797.39,23.0,3.12
62d381ae-fa89-4c0b-af97-f5c1a3a0ea29,-14352,250,-139,918,-95000,-33700,40700,351,297,-552,961.53,17.31,-8.61
07a22f59-30e3-48a4-901f-0e5638cf0e27,-14327,-979,-48,624,190800,159300,-560600,-60,189,-615,1161.95,57.52,-4.4
20fd0bb8-4b84-4054-895d-d9e6e85df7dd,-14308,2,-219,1125,-347400,-16700,644000,156,178,-608,1146.12,11.02,-11.02
d07370f1-5f42-451c-b7b8-5d6d22ebff48,-14295,463,116,1218,-89800,21900,-2200,231,291,-531,1308.19,21.4,5.44
2c2cc844-1bb7-49c1-a90a-a38910aa84a5,-14277,-154,-29,1051,-110500,-65600,-26100,346,292,-437,1062.62,8.48,-1.58
3829768c-7f5d-4eea-9a3d-e8eb208bf4c2,-14252,25,-464,711,-289100,-173400,9700,531,156,-209,849.38,33.17,-33.13
99e8d94f-df47-4a7b-83c6-567e8c55fb18,-14233,696,-952,90,-62300,51100,-91600,531,86,-30,1182.72,85.64,-84.6
698f2583-c416-4558-96ee-3666e5ca09f4,-14214,-36,-418,590,215400,735600,180800,523,68,-207,723.96,35.42,-35.32
aa6af0f8-9e3b-4f93-ac72-d6b7cde756fc,-14189,1108,-641,710,13800,-300500,-218600,532,100,-237,1463.78,60.98,-42.08
97061f85-e972-4eee-b614-548a9a1d90e9,-14170,-1998,61,-1211,23800,-149600,-62300,468,307,-135,2337.14,121.21,177.12
a0bef6e8-2d63-4bd9-947c-402067b91a8a,-14158,739,-206,381,102900,-383900,-259400,525,27,-252,856.57,63.59,-28.4
602fd084-0e2d-421e-b65b-d0ba5159ec37,-14133,-537,-432,907,55000,120300,19600,472,141,-321,1139.14,37.23,-25.47
15059634-88e7-4298-98a7-0d26b6fbd93a,-14114,-221,-393,1061,106600,-114300,83800,423,157,-399,1152.83,23.02,-20.32
a596f99c-cc0a-42ef-b0dd-ed37531fcc87,-14095,-264,-213,967,-9300,41300,82200,369,207,-437,1024.77,19.33,-12.42
8d861f99-ec51-4958-ade1-9be521a2000d,-14077,-334,22,823,226300,94500,-52500,237,301,-494,888.46,22.13,1.53
e681f819-ade9-4868-aee5-3e4fa35d2bc2,-14058,-635,576,650,171200,123600,-178200,27,351,-510,1075.87,52.83,41.55
40ef98cd-bdc5-4fb3-94fe-554e2c5fc0c5,-14039,-928,267,373,29800,-700,-5100,11,408,-479,1035.18,68.88,35.6
10156463-1444-4766-a815-27859293da79,-14020,-746,620,248,223500,2500,4900,-172,432,-425,1001.21,75.66,68.2
39aff33f-64d4-47ec-a2c6-2e3c322cfd64,-14002,-418,589,-103,99100,-55800,-2800,-375,417,-282,729.56,98.12,99.92
f1b5e451-68cb-42d0-8693-75a9b0560844,-13983,-625,805,-381,165600,141900,223000,-522,303,-99,1088.03,110.5,115.33
25639b44-f81a-4ebf-ad18-916cb29f6703,-13964,-197,673,-482,23300,-100300,-95300,-532,264,34,850.92,124.5,125.61
bb9b3818-0765-441d-a9b5-fa0abfcc0ace,-13952,-532,616,-540,-10100,-211600,-47000,-496,372,-26,976.77,123.56,131.24
1a0e54d1-1859-400e-b0b3-29a6ea7aad8e,-13945,-861,328,-471,104500,-209400,22100,-480,397,-47,1034.77,117.08,145.15
e5014b47-8ea7-4327-a2a7-187a0b17dbab,-13902,-512,405,-665,54900,231600,-97600,-498,279,140,931.88,135.53,148.66
8e634d5d-be3b-4029-9e2d-d3966564cdbf,-13883,-212,307,-938,29500,-15200,15700,-484,78,199,1009.47,158.31,161.88
9562e27e-c224-4f50-9e41-6b44d0311e78,-13864,-54,209,-989,64800,-62200,58100,-490,56,206,1012.28,167.69,168.07
c849f62f-c116-4b31-b338-f263dad54b9b,-13845,-312,-463,-976,289800,-114300,-348000,-172,217,419,1124.41,150.23,-154.62
016b0b12-d1c0-4e8a-a168-e56e3374e423,-13827,499,-280,-1029,406100,87000,186900,168,304,377,1177.39,150.92,-164.78
3d615b79-7afa-43d4-acdd-ce7fe1d1495a,-13808,-1998,311,464,270200,223200,144500,315,442,130,2074.61,77.08,33.83
4e330382-47ee-4dd2-9691-c63044c4d9df,-13789,1998,-1330,-1702,17400,-123600,-233800,487,166,136,2942.4,125.34,-141.99
35b5bfff-acbf-4d64-8a54-98888676396d,-13764,-152,-195,-141,-85800,-357400,-416900,508,246,4,284.62,119.7,-125.87
38b28121-d4c9-4f5a-a8b5-e389a8b82194,-13745,-1998,-239,828,50100,-6500,48000,468,330,-81,2175.94,67.63,-16.1
e74941b8-0e05-4165-9dc9-b537fb571ce9,-13727,-97,-732,941,43400,-30300,32500,486,279,-171,1196.12,38.12,-37.88
f35d3df8-4006-4556-b6ad-8f5cbced9370,-13708,-438,-601,519,87700,-19800,-1800,463,310,-218,906.87,55.09,-49.19
f3f89938-9b53-4ff7-bf0d-aa374e573996,-13689,-825,-102,830,48000,162500,134900,330,462,-231,1174.7,45.04,-7.01
538e6718-968d-4062-9851-c4a87171c21f,-13670,-905,60,365,171700,-20000,4000,209,561,-167,977.68,68.08,9.33
d5238305-fe58-40c9-968d-a7831eb171ff,-13652,-963,7,-98,112600,161700,-51100,212,562,-122,968.0,95.81,175.91
d6025767-5582-47e1-aebe-139c8270b26f,-13633,-1023,-20,-228,-11800,31000,-23300,258,547,-74,1048.29,102.56,-174.99
1e093101-c948-454b-845c-83fcd237764f,-13614,-1071,344,148,-24000,-353200,220900,191,559,-204,1134.58,82.5,66.72
d298db65-3321-407f-ac41-6ea810198ec9,-13595,-592,618,504,55000,-229600,86900,93,528,-327,993.18,59.51,50.8
1b074102-f5c5-4b44-b9a0-7f5761611052,-13577,-1998,-486,-459,49700,88700,-155200,212,541,-218,2106.87,102.58,-133.36
19363ae2-7785-4f75-83f8-f3c1dcabfc85,-13552,1998,-1635,1625,-5600,-280400,90000,54,315,-525,3050.55,57.81,-45.18
55e2cdec-f6f5-4a1e-b2ac-4011be51cae8,-13533,-1998,-2,-1972,-117500,-96200,-8200,101,546,-261,2807.27,134.62,-179.94
c516378b-5f2f-498b-9934-168ac3830b83,-13514,1756,1997,584,327800,401300,55700,-228,345,-432,2722.61,77.61,73.7
ea3f4f56-9284-437d-9453-91330df02120,-13495,954,-1441,384,-127000,-193900,279600,-244,217,-486,1770.33,77.47,-75.08
33ab9256-0eff-4a24-8e48-af5bf837aec6,-13489,1532,1834,718,-66300,-10600,186900,-264,142,-477,2495.22,73.28,68.62
004f2883-697b-4b88-85ae-09881ac34a90,-13470,372,132,1106,-42400,-55900,-101200,-148,135,-528,1174.33,19.64,6.81
118b9751-d8c8-46da-b72e-e5076434316d,-13433,105,-427,792,-159900,-24100,42000,381,199,-368,905.88,29.04,-28.33
517d4e23-c3fe-404b-bfbe-deb5b4087f78,-13420,268,-897,1013,-178200,176700,-66700,448,226,-216,1379.35,42.74,-41.52
76ba1a43-a9d6-4b53-8834-59d6a52f980f,-13402,346,-814,-271,-197800,-226900,38000,489,120,-44,925.07,107.03,-108.41
4b8effee-79ed-4523-a621-ef01a5e7fb7c,-13383,66,-530,-757,-35700,18900,18000,394,282,103,926.45,144.8,-145.0
79f92c1b-568d-4cbe-97ee-31459d1ea4ea,-13358,-93,-287,-1050,-111700,10300,109100,230,361,221,1092.48,163.97,-164.71
2af36a4a-5aa3-4b59-b36c-2e37b19cddf9,-13339,-9,-455,-1845,43200,220800,27700,134,219,329,1900.3,166.14,-166.15
7c6dd759-32a4-4992-95df-72d8176ce474,-13320,476,46,-1997,572800,649700,-24600,378,-124,68,2053.46,166.53,178.68
2ab45218-5402-4ab2-99d1-e586e9ce63b4,-13302,-927,1997,334,476200,233800,181300,-207,397,-356,2226.86,81.37,80.51
6628def1-9026-4ac5-83b7-0439cbeb0062,-13283,-781,1422,-726,-326900,-287900,121400,-394,339,-234,1777.39,114.11,117.05
e04be4ea-0347-4ca0-9f2d-73059ffd1e1c,-13264,385,326,191,-350200,-302100,72000,-22,15,-545,539.43,69.26,59.63
9c2f1332-70f8-4c05-af19-2827907d6ed2,-13239,806,-310,105,-196700,-37600,20500,367,-178,-278,869.92,83.07,-71.29
c884b1b5-5e57-462b-8f55-945d4c80f346,-13220,288,-121,-946,-385200,-266700,165300,358,-49,160,996.24,161.73,-172.71
f7c0cdb5-d806-40e0-a946-96acae72a126,-13208,236,81,-1117,-278700,-181300,149400,215,120,319,1144.53,167.41,175.85
6e7b56dc-31b3-4845-acc1-8ab0c0bf4102,-13183,-475,310,-1997,337400,224800,-49600,113,174,341,2075.99,164.14,171.18
16ba39df-111d-419c-9823-b0755e44d63e,-13164,-142,692,166,504700,628800,-15400,417,-84,-312,725.66,76.78,76.51
ff8dfebb-fda2-4abd-97a9-566873f6157c,-13145,-202,119,589,123100,130500,27300,209,223,-498,633.94,21.7,11.42
1851e806-94d7-4665-a8ab-6a92a9277d25,-13127,-874,648,432,140400,173300,8100,-54,532,-272,1170.64,68.34,56.31
cddb4fbf-04e6-428f-a1dd-e142a2c81d7f,-13108,-855,570,-444,59600,130700,11500,-129,562,0,1119.4,113.37,127.92
9797300f-3d13-4393-a0a5-7e3c74d037de,-13089,-777,704,-524,48700,9400,47300,-144,538,94,1172.14,116.55,126.66
9bf0b0d8-4503-4d24-abba-b0fad95d5a06,-13070,-619,709,-583,106200,47200,41500,-166,511,154,1107.13,121.78,129.43
ff527b99-bf14-4a27-8d08-6bcb7a28f751,-13052,-501,560,-739,155500,59200,57400,-105,463,224,1053.91,134.52,142.85
32c9457d-34d2-43e1-bfba-2e2f8e0046b0,-13033,-630,726,-392,-86300,-126600,55700,-123,511,160,1038.09,112.19,118.37
b7854974-47b2-4ed7-8bb6-1c41ad621ca3,-13014,-405,493,-123,-175400,-264300,251500,-343,460,-165,649.77,100.91,104.01
77b13b6b-a306-4cf3-ba20-fd8fd1f089ac,-12995,-341,723,387,-280200,-98500,34000,-264,360,-393,888.13,64.17,61.84
252db2d5-746f-48dc-90fb-3b3133964f57,-12989,-443,646,686,-575500,-74500,-20300,-105,330,-477,1041.23,48.79,43.28
7cefa135-9cb7-4c58-9847-5da7b3f2a239,-12952,-387,-322,895,-81900,3900,38700,351,309,-353,1026.88,29.36,-19.79
dec98694-39a6-403c-ae7f-131b84379359,-12933,441,-550,760,-256100,-324300,6600,388,24,-395,1036.62,42.85,-35.89
480214e7-fa7d-4856-9c69-c8c2084bd214,-12920,593,-788,70,15500,-10300,41700,477,-22,-227,988.68,85.94,-84.92
eae76d49-e8dd-4b41-8d1e-7d942447bab7,-12908,505,-721,296,-50600,157800,57600,487,48,-213,928.7,71.41,-67.68
8f7c0e0b-0764-41df-894a-3e29118359a1,-12870,232,-913,211,-263600,-54200,3700,457,178,74,965.36,77.37,-76.99
4362a9f9-24a1-4f58-928f-104f24f5be3e,-12852,325,-758,-565,-223900,6700,-34000,249,189,302,999.71,124.41,-126.7
b0e1d405-3611-47d8-ad1a-dcaa736f9634,-12839,229,-764,-654,-83000,23900,-36200,149,195,347,1031.43,129.35,-130.56
22fb7b03-7605-4c9f-9c40-6ec5d50399a5,-12820,267,-570,-690,-19800,9100,3900,131,181,367,933.96,137.63,-140.44
51956569-ff85-4b71-94ad-e60ea4011a90,-12783,-122,132,-1167,-630400,166300,206900,-319,244,278,1180.76,171.24,173.55
4bd98586-c756-480c-9e2f-8a9dafe46c15,-12770,81,421,-878,-124900,19900,47000,-450,175,169,977.08,153.97,154.38
b494b7df-6572-42eb-96d4-123bf0bd9a5c,-12752,531,662,-415,-139700,378900,-139500,-502,44,63,944.69,116.06,122.08
ce1b9035-a047-45cb-825a-3714fa2c34ef,-12733,553,1019,136,15100,-9800,8100,-526,132,-17,1167.33,83.31,82.4
b5c2aaec-c219-4e68-aa80-0cc122e0c2a0,-12708,187,737,451,-278600,-66300,-93300,-439,201,-314,884.05,59.33,58.54
67970f19-d7b2-4f0c-ae58-449f8834a478,-12689,321,682,732,-241000,-161100,-181500,-184,208,-513,1050.71,45.84,42.97
1e7623cb-d006-4ce6-acc0-ff16772a3b37,-12670,41,630,814,-58500,37400,11200,-64,252,-528,1030.13,37.8,37.74
e227bcfb-9087-414e-b2d0-afd2f84e2be1,-12652,-19,462,928,3700,57600,-46800,-21,304,-516,1036.82,26.49,26.47
eaee1845-7b90-41fa-9757-521aebe62fa1,-12639,-139,508,888,-12100,-17100,-6600,-16,309,-507,1032.44,30.67,29.77
372563ac-fab7-49e4-b221-38dedd048bbd,-12602,-12,447,879,8000,-4400,-17700,-16,283,-525,986.2,26.96,26.95
7f7804af-fcb0-4a35-baf3-192d76cd80c3,-12595,-269,632,811,65300,22800,-80500,-24,288,-519,1062.78,40.26,37.93
fd058e69-c08d-43a0-8b78-51c352ccff25,-12558,-111,456,781,-10700,-82600,-105900,75,228,-581,911.16,31.0,30.28
fb16ac5f-07ee-47dd-a60b-ea15f207a04b,-12539,30,252,939,18400,-600,-26900,185,92,-624,972.69,15.12,15.02
9a5b4445-6b89-42dc-8a4a-83e4fbba373b,-12527,-33,248,928,200,400,45000,164,89,-630,961.13,15.09,14.96
79ec67e5-7898-4a50-b5e4-8061d6af4cb7,-12508,6,740,982,30400,103100,221400,27,169,-590,1229.62,37.0,37.0
0ff71578-0913-4bb3-a937-95f7124ae17b,-12483,159,714,631,36900,27600,59800,-117,213,-548,966.04,49.22,48.53
1ace850f-e319-4fcb-8893-771a8fffed7b,-12464,118,725,637,24600,-7800,9100,-169,216,-528,972.27,49.07,48.7
bfd3fae8-201a-4d94-8dd9-82dafe91709d,-12445,262,624,773,-3100,-11500,22700,-169,192,-530,1027.4,41.2,38.91
1f889100-f0d5-4643-b3af-f26c9537e5ad,-12427,220,746,686,6900,0,19700,-190,174,-530,1037.07,48.59,47.4
69626b5c-9da3-4d36-a889-781915ac0119,-12408,265,674,705,5100,-2100,-200,-186,154,-534,1010.71,45.77,43.71
0823c6d3-2650-4948-b47e-3fd59bf6bd25,-12389,308,745,717,-400,2900,1100,-193,153,-533,1078.88,48.35,46.1
2d1bd79a-b962-4bba-a507-d78cf32ac542,-12370,260,865,790,53200,-18900,-48800,-207,163,-513,1199.97,48.83,47.59
334ffdd8-60af-4183-bdca-d9bef0c3452a,-12345,226,1040,576,-5400,-2400,-35600,-235,189,-536,1210.15,61.58,61.02
c3408b9d-b204-4cb6-9910-6569aa247f05,-12327,69,359,502,-25900,19700,14500,-183,265,-572,621.0,36.06,35.57
fdf9e97a-2a12-4956-926e-31891762b7a8,-12308,329,388,682,28800,2800,9300,-220,249,-564,850.83,36.72,29.64
7091d13b-4355-4cc7-8874-e9545c8f7034,-12289,214,759,546,37900,14300,43800,-273,216,-527,959.16,55.3,54.27
56488d7a-48f4-4c2a-b74a-a20e4f431a45,-12270,301,986,469,10300,5300,8400,-306,160,-477,1132.59,65.54,64.56
f5b95138-d650-4886-a481-8f360aa7ba0c,-12252,-167,1575,-39,327900,16800,-372300,-337,349,-348,1584.31,91.41,91.42
c3691f31-3e5c-44d1-a647-75180cd20d75,-12233,-568,763,-97,145200,115200,-75700,-258,511,-221,956.14,95.82,97.25
3e68a610-d039-42a4-bba8-8cdcc7b077b5,-12214,-89,775,-464,155600,125700,362100,-478,349,1,907.66,120.74,120.91
b07e4011-26f1-47c6-b111-3924e5895307,-12195,-137,-114,-830,338100,-178700,-51800,-364,151,278,848.92,167.88,-172.18
c9935f05-bcf1-41cd-818a-bd846623c0d6,-12170,-179,-88,-1122,-101900,-103000,60200,-120,489,217,1139.59,169.92,-175.52
33d2a176-2273-46da-a279-fd8d0f74a50c,-12152,84,1619,-907,-721500,238200,342900,-487,316,-101,1857.65,119.23,119.26
1ef054bd-b2a5-4bee-9afe-cd7e6c6e00d9,-12139,-1032,627,-990,-818500,332000,341000,-243,276,-494,1561.49,129.35,147.65
d222019d-24f6-434d-b2c3-fc66ef1ded54,-12120,154,-515,1028,-214200,-11200,-35000,215,346,-477,1160.05,27.6,-26.61
0b9524d2-a130-4a67-99a4-8c1e7246a8e7,-12108,243,-514,1047,-60400,-13200,2100,300,307,-444,1191.41,28.5,-26.15
ad07406f-6c65-462f-afb5-610c32b992c6,-12070,1,-258,871,32100,133700,-206800,345,253,-443,908.41,16.5,-16.5
91848ffc-8db3-46b1-9c0e-5e9a4f2689ec,-12052,-177,62,937,146400,98000,-213500,300,189,-512,955.58,11.32,3.79
d8a8c593-2ddc-437d-a04c-c5086a2c5439,-12033,-631,206,725,179900,208900,-268800,167,243,-558,982.97,42.48,15.86
2207e6e4-ca4c-4c65-b6aa-199a5e486046,-12014,-983,-103,262,83700,187600,-194900,149,426,-443,1022.52,75.15,-21.46
74abdb99-5c38-4903-9c51-3b14ff65eebc,-11995,-882,-437,-37,46500,82300,-123900,224,472,-368,985.02,92.15,-94.84
bcff453a-9fd6-4fdf-971e-52d579f4e141,-11977,-611,-652,-37,-19300,-128200,185100,243,468,-351,894.31,92.37,-93.25
4d64379f-6f48-46a2-9a35-4de787195b42,-11958,-1108,251,269,45700,-61000,28000,18,439,-474,1167.49,76.68,43.02
4d83a9b0-3f19-4479-afc0-398f735a53fd,-11945,-557,347,545,42500,27000,-45500,-16,414,-477,853.04,50.29,32.48
f5cef6f9-1ce0-48e6-8328-09fe2cda607e,-11920,1998,-529,1998,-130600,-66500,117800,54,80,-627,2874.69,45.97,-14.83
3186fb82-814b-4959-8538-4ca555951def,-11908,-1998,445,-1175,393100,224200,-370400,-186,360,-453,2360.22,119.86,159.26
fff9ea2b-b0b0-4094-af48-09ad9e4c150d,-11870,-610,399,159,-290600,-196400,329400,-184,229,-534,746.04,77.69,68.27
4ba2e79d-37bf-4f5e-aa98-98414a49ba4b,-11852,-1557,869,-429,203700,109300,-216300,-244,328,-437,1833.97,103.53,116.27
0ae009f0-41b9-4f2e-86a3-b08f47e37a4a,-11833,765,753,1590,110200,140200,-256500,-75,232,-554,1918.42,34.02,25.34
8c61eda8-1c11-4992-a210-3e936a368c55,-11814,-838,399,185,-216300,-227300,240800,-60,403,-456,946.4,78.73,65.12
57faec6b-dca4-439c-bba7-8998b37fa941,-11795,152,-346,969,-220900,-1800,390700,95,261,-530,1040.09,21.31,-19.65
48f1c14f-9e6b-4ee8-9bb7-47f12674a487,-11777,108,-551,948,-66100,41300,10000,164,301,-486,1101.8,30.64,-30.17
68a0e5b7-b5d9-4a4c-a374-4bdcdd5d5db3,-11758,251,40,1120,246600,5000,-171000,90,303,-509,1148.48,12.79,2.05
17934832-6adc-49e0-9d9b-d8392cfa0341,-11739,122,-32,958,-45600,-10600,153000,-1,279,-510,966.27,7.5,-1.91
aecccf19-9806-4df8-9c19-52d8813e9b87,-11720,-19,-281,901,-63500,37600,139300,-31,283,-512,943.99,17.36,-17.32
265cb563-d619-472b-862e-7bfdb83f8aef,-11702,-10,-183,966,15600,12200,34400,-64,301,-498,983.23,10.74,-10.73
82c38058-c492-48ce-9542-79270fea1522,-11683,-39,-125,1004,-6800,-26600,95800,-84,280,-510,1012.5,7.43,-7.1
92a4cf75-608c-4c22-9b50-f90627ddf1d8,-11664,261,24,1184,1100,-71100,141800,-142,201,-522,1212.66,12.48,1.16
4a98725d-ce89-4701-b099-5e84cbf42215,-11639,-290,-284,1047,43400,-88000,75100,-96,-57,-540,1122.93,21.19,-15.18
ab45b3fc-cea1-4878-94ea-ed9b9b17d34f,-11620,133,853,463,344500,4600,-391600,-430,186,-294,979.63,61.8,61.51
fbfe73d3-bb8c-4040-91b2-8c549906eab2,-11602,-874,1049,-132,208500,45500,-402500,-156,558,28,1371.75,95.52,97.17
7f5114de-0e6f-47c8-8c68-a3b200bab862,-11583,-124,745,117,-367400,67900,785000,-466,26,-248,764.26,81.19,81.07
970144cc-0bb7-4148-92a4-8184b2c708b6,-11564,403,97,873,-269900,82900,-160500,-196,-58,-492,966.41,25.4,6.34
2a3465b7-a5c5-4c9a-aaab-dbcf690c2d8e,-11545,1059,-541,697,-133400,-58300,-128700,104,-153,-497,1378.39,59.62,-37.82
0ed1f7fe-8700-4b0d-91e5-a7025866fd84,-11527,964,-508,752,-84300,110000,-81900,153,-130,-492,1323.96,55.39,-34.04
a7d18ebc-df42-4821-b84f-015f9660e436,-11508,612,-466,830,-28800,139700,14400,164,59,-539,1131.64,42.82,-29.31
f773ebce-1310-487d-852c-28ea8cc1d20e,-11489,264,-897,453,-10600,107800,72800,122,210,-518,1039.0,64.15,-63.21
08e034c8-bd46-4a44-9edd-62d6e745c4e3,-11470,-719,-385,312,45600,306100,-128700,164,459,-321,873.23,69.07,-50.98
9e15c106-4704-490c-87c2-32199c6963b2,-11452,-626,-458,582,-137900,-227800,120400,210,490,-219,969.72,53.12,-38.2
2d3ba2ac-b542-401c-b4e8-fb539f10127f,-11427,-290,-638,772,-75400,-202200,39400,201,453,-300,1042.65,42.23,-39.57
0f0f12ea-ff62-4395-9703-46dd6b544d31,-11408,169,-582,596,-66200,-472300,19000,287,94,-473,850.0,45.48,-44.32
cc3b6242-8fb8-4f34-a2ab-807d2cbdae45,-11389,341,-739,405,-143300,-49200,106300,387,41,-377,909.08,63.54,-61.28
9d97cc99-f035-4ae5-b2c0-f35eb160f19c,-11370,125,-1066,-301,-122000,246400,-46400,462,171,-180,1114.71,105.67,-105.77
da27d53b-bfea-4bb3-905d-a8912bfec954,-11352,178,-800,-344,-210400,109200,-28200,468,145,16,888.83,112.77,-113.27
99b7a8fd-a025-46b0-a82f-7784fad8af2a,-11333,133,-743,-708,-45200,-9500,-17900,376,141,182,1034.89,133.17,-133.62
9e65887a-b67a-44b9-a6dd-7f0ff41ed69d,-11314,253,-47,-683,-198600,4700,-96600,173,-87,281,729.87,159.36,-176.06
3a646c55-d87b-42c7-aa60-d34d0037d4d3,-11295,397,485,-808,-173800,-66500,65300,-126,18,347,1022.59,142.2,149.03
a4071068-2821-47e3-a2e1-950a2ac28685,-11277,332,673,-540,-152100,275500,-119000,-231,-156,212,924.53,125.74,128.74
e937950e-795a-4a4a-bf9c-8186e06484b4,-11258,92,548,656,-132400,456800,-74600,-370,-187,-173,859.71,40.27,39.87
2f5918b6-c22d-464a-94c2-d076b9b199fd,-11233,778,359,563,111500,-709100,103100,-246,-255,-260,1025.25,56.69,32.52
41e6256f-988d-405b-b7ae-788e627eba28,-11214,903,271,1032,-171700,-208800,-69200,-255,-289,-161,1397.81,42.41,14.71
cd380d2c-db0a-484b-b176-29ec327b3661,-11195,1994,211,-1369,236000,143700,190600,-229,-303,-149,2427.9,124.32,171.24
0985ac4a-ff40-465e-891a-17a5aad53af9,-11177,555,251,1998,25100,125300,65400,-357,-189,7,2088.79,16.95,7.16
